"id","title","image_url","created_at","updated_at","director","detail","open_date"
65,"ダンサー、セルゲイ・ポルーニン　世界一優雅な野獣","http://eiga.k-img.com/images/movie/86209/photo/3105b8578dc7b2c0/320.jpg?1490265213","2020-06-30 14:32:35","2020-06-30 14:32:35","スティーブン・カンター","バレエ界きっての異端児といわれるダンサー、セルゲイ・ポルーニンを追ったドキュメンタリー。19歳の時、史上最年少で英国ロイヤル・バレエ団のプリンシバルとなったポルーニンは、その圧倒的な存在感と類まれな才能で「ヌレエフの再来」と称されながら、わずか2年後に突如として英国ロイヤル・バレエ団からの退団を発表。そのニュースは世界中を駆けめぐり、彼にまつわる様々な噂が飛び交った。その後、歌手ホージアのグラミー賞ノミネート曲「Take Me To Church」のMV出演で、ポルーニンは再び大きく注目されることに。写真家のデビッド・ラシャベルが監督をつとめてポルーニンが踊ったこのMVはYou Tubeで1700万回以上の再生数を記録し、それまでバレエに関心がなかった人々にもその存在を知らしめた。本人や家族、関係者のインタビューなどを通し、ポルーニンの本当の姿に迫る。","2017年7月15日"
66,"パワーレンジャー","http://eiga.k-img.com/images/movie/83977/photo/563600be564541ce/320.jpg?1493196455","2020-06-30 14:32:36","2020-06-30 14:32:36","ディーン・イズラライト","日本の「スーパー戦隊」シリーズを英語版ローカライズしたテレビドラマを、最新の映像技術を用いてリブートし、映画化したアクション大作。紀元前、世界の運命を決める大きな戦いが起こり、5人の戦士によって地球は守られた。そして現代。平凡な毎日を送っていたジェイソンら5人の若者は、偶然にも同じ時間・場所で不思議なコインを手にしたことから、超人的なパワーを与えられる。戸惑う彼らの前に、かつて世界を守った「パワーレンジャー」の1人であるゾードンと機械生命体アルファ5が出現。再び地球を滅ぼすべく復活した悪の戦士リタ・レパルサを阻止するため、ジェイソンたちが新たなパワーレンジャーに選ばれたと告げられるが……。パワーレンジャーの5人には本作がハリウッドデビューとなるデイカー・モンゴメリーや全米ブレイク中の歌手ベッキー・Gら、フレッシュな顔ぶれを起用。「スター・ウォーズ　フォースの覚醒」でBB-8の声を演じたビル・ヘイダーがアルファ5役、テレビドラマ「ブレイキング・バッド」のブライアン・クランストンがゾードン役、「ピッチ・パーフェクト」のエリザベス・バンクスがリタ・レパルサ役をそれぞれ演じる。","2017年7月15日"
67,"彼女の人生は間違いじゃない","http://eiga.k-img.com/images/movie/86973/photo/70db9f6619f92ff7/320.jpg?1494817608","2020-06-30 14:32:37","2020-06-30 14:32:37","廣木隆一","「さよなら歌舞伎町」「ヴァイブレータ」の廣木隆一監督が、出身地の福島に暮らす人びとを描いた処女小説を自身のメガホンにより映画化。仮設住宅で父と2人で暮らすみゆきは市役所に勤務しながら、週末は高速バスで渋谷に向かい、デリヘルのアルバイトをしている。父には東京の英会話教室に通っていると嘘をついている彼女は、月曜になるとまたいつもの市役所勤めの日常へと戻っていく。福島と渋谷、ふたつの都市を行き来する日々の繰り返しから何かを求め続けるみゆき、彼女を取り巻く未来の見えない日々を送る者たちが、もがきながらも光を探し続ける姿が描かれる。主人公みゆき役に「グレイトフルデッド」「日本で一番悪い奴ら」の瀧内公美。父親役の光石研のほか、高良健吾、柄本時生、篠原篤らが脇を固める。","2017年7月15日"
68,"甘き人生","http://eiga.k-img.com/images/movie/86743/photo/07aa99a91b4c8fd3/320.jpg?1494468378","2020-06-30 14:32:37","2020-06-30 14:32:37","マルコ・ベロッキオ","イタリアの巨匠マルコ・ベロッキオが、イタリア人ジャーナリストのマッシモ・グラメッリーニによるベストセラー自伝小説を映画化し、1960～90年代の古都トリノと首都ローマを舞台に、ひとりの男の人生を通して、激動した戦後イタリアの光と影をあぶり出した人間ドラマ。1969年、9歳の少年だったマッシモの前から、ある日突然、母親がいなくなってしまい、司祭から母親は天国にいると諭されるも、その事実を受け入れらないマッシモは、喪失感にさいなまれる。時を経て90年代。ジャーナリストとして成功を収めたものの、いまだ心の傷がいえずにいたマッシモは、彼の苦悩を理解し、愛を与えてくれる女医のエリーザと出会う。主演は「おとなの事情」「ローマに消えた男」などに出演するベテランのバレリオ・マスタンドレア。エリーザ役に、「アーティスト」「ある過去の行方」のベレニス・ベジョを迎えた。","2017年7月15日"
69,"世界は今日から君のもの","http://eiga.k-img.com/images/movie/86136/photo/65791f3c2b3550ee/320.jpg?1494897672","2020-06-30 14:32:38","2020-06-30 14:32:38","尾崎将也","門脇麦が引きこもりになったオタク女子を演じたオリジナル作品で、「特命係長　只野仁」や「梅ちゃん先生」「結婚できない男」など人気ドラマを多数手がける脚本家・尾崎将也の映画監督第2作。高校の頃から5年間、引きこもりとなった小沼真実は、好きなマンガやイラストを正確に模写することで現実逃避をして過ごしてきた。心配性の父が、人と接する必要のないゲームのバグ出しの仕事を見つけ、真実はその仕事をスタートさせる。ある日、ひょんなことからゲームのイラストに手を加えた真実は、それをきっかけに特技である絵を描く才能が認められ、社員の矢部遼太郎からゲームキャラクターのイラストを依頼される。矢部に恋心を抱いた真実は、なんとか矢部の役に立ちたいと奮闘するが……。主人公の真実を門脇が演じ、三浦貴大、比留川游、マキタスポーツ、YOUらが脇を固める。","2017年7月15日"
70,"アリーキャット","http://eiga.k-img.com/images/movie/86181/photo/638a7158c90d8e46/320.jpg?1491783927","2020-06-30 14:32:39","2020-06-30 14:32:39","榊英雄","窪塚洋介と「Dragon Ash」の降谷建志が共演し、孤独な元ボクサーがひょんなことからバディを組んだ男と一緒に、ある女を守るべく奮闘する姿を描いたクライムドラマ。かつてボクシングの東洋チャンピオンに輝いた朝秀晃は、試合中の頭部の怪我で引退に追い込まれ、現在はその後遺症に悩まされながら警備会社でアルバイトをしている。孤独な毎日を送っていた彼は、かわいがっていた野良猫の失踪をきっかけに、自動車の整備工場で働く梅津郁巳に出会う。そんな折、秀晃は個人的な理由から、元恋人にストーキングされているシングルマザー・土屋冴子のボディガードを請け負うことに。その場に居合わせてストーカーを殴ってしまった郁巳も一緒に行動することになり、3人で東京へ向かうが……。他人には言えない過去を抱えるヒロイン・冴子役に「呪怨」の市川由衣。「木屋町DARUMA」の榊英雄監督がメガホンをとる。","2017年7月15日"
71,"獣道","http://eiga.k-img.com/images/movie/84770/photo/0cac834cd87b7c5a/320.jpg?1487207489","2020-06-30 14:32:39","2020-06-30 14:32:39","内田英治","「下衆の愛」の内田英治監督が、地方都市で周囲の大人たちに翻弄されながら生きる場所を探す若い男女の姿を、実話をベースに描いたブラックコメディ。とある地方都市で生まれた愛衣は、信仰ジャンキーの母親によって宗教施設に入れられ、7年間世間から隔離された生活を送っていた。教団が警察に摘発されたことにより、保護された愛衣は中学に通い始めるが、そこに彼女の居場所はなく、ドロップアウトした愛衣は、万引きと生活保護で生きるヤンキー一家や、サラリーマン家庭などを転々としながら、自分の居場所を必死に探していた。愛衣に恋をし、愛衣の唯一の理解者である不良少年の亮太もまた自分の居場所を探していたが、やがて半グレたちの世界に居場所を見つけ、愛衣は風俗の世界に身を落とす。愛衣役を伊藤沙莉、亮太役を須賀健太が演じるほか、お笑いコンビ「マテンロウ」のアントニー、「太陽を掴め」などの吉村界人らが脇を固める。","2017年7月15日"
72,"尊く厳かな死","http://eiga.k-img.com/images/movie/87054/photo/afba945309c0fc3b/320.jpg?1494294857","2020-06-30 14:32:40","2020-06-30 14:32:40","中川駿","母親の尊厳死を受け入れるか否かで葛藤を繰り広げる家族の姿を描いたヒューマンドラマ。ある日、転倒して頭を強打した母親がそのまま植物状態になってしまった直樹。妹の由佳、妻の綾子ととともに、突然の出来事に動揺を隠せずにいた直樹だったが、母が「尊厳死の宣言書」（リビングウィル）を作成し、尊厳死を望んでいたことを思い出す。直樹らは、母の尊厳死を受け入れるかどうかで苦悩する。第2回新人監督映画祭で準グランプリ（中編部門）、福岡インディペンデント映画祭2016で企画賞を受賞。本作が映画監督デビュー作となる映像作家の中川駿が、祖父を尊厳死で見送った自身の体験に基づいて手がけた。","2017年7月15日"
73,"ハローグッバイ","http://eiga.k-img.com/images/movie/85725/photo/62f5d49705c23f9e/320.jpg?1492130729","2020-06-30 14:32:41","2020-06-30 14:32:41","菊地健雄","若手女優の萩原みのりと久保田紗友がダブル主演し、同じクラスでも全く交わることのないタイプの異なる2人の女子高生が、ひとりのおばあさんとの出会いをきっかけに交流を持ち、ぶつかり合いながらも次第に認め合っていく姿を描いた青春映画。クラスの中で目立つ存在だが、元彼との間に子どもができてしまったのではないかと悩むはづきと、「委員長」と呼ばれる優等生だが、仕事で忙しい両親のために孤独を抱え、その寂しさを紛らわすために万引きに走っていた葵。2人は、ある認知症のおばあさんと知り合い、初恋の人にラブレターを渡したいというおばあさんのため、一緒に初恋の相手を探すことになる。ドラマ「表参道高校合唱部！」で注目を集めた萩原がはづき、NHK連続テレビ小説「べっぴんさん」に出演した久保田が葵を演じ、2人が知り合うおばあさん役でもたいまさこが共演。長年の助監督経験を経て「ディアーディアー」で監督デビューした菊地健雄の第2作。2016年・第29回東京国際映画祭「日本映画スプラッシュ」部門で上映された。","2017年7月15日"
74,"ハートストーン","http://eiga.k-img.com/images/movie/86808/photo/85602b316648ecaa/320.jpg?1494838011","2020-06-30 14:32:41","2020-06-30 14:32:41","グズムンドゥル・アルナル・グズムンドソン","思春期をむかえた少年少女たちの繊細な感情を描いたアイスランド製作の青春映画。東アイスランドの漁村に暮らすソールとクリスティアン。幼なじみの彼らは、何をするにも一緒という大親友だ。思春期にさしかかり、ソールは大人びた美少女ベータに夢中になる。そんなソールの気持ちを知ったクリスティアンは、ベータとの仲がうまくいくよう後押しするが、内に秘めたソールへの特別な感情に気づき当惑する。ソール役に本作で俳優デビューを果たしたバルドル・エイナルソン。クリスティアン役にブラーイル・ヒンリクソン。監督は本作が長編映画デビューとなるグズムンドゥル・アルナル・グズムンドソン。","2017年7月15日"
75,"LOU","http://eiga.k-img.com/images/movie/87345/photo/a2519ddc42fc2c22/320.jpg?1498459933","2020-06-30 14:32:42","2020-06-30 14:32:42","デイブ・マリンズ","ピクサー・アニメーション・スタジオによる短編作品で、長編「カーズ　クロスロード」と同時上映。休み時間に楽しく運動場で遊ぶ子どもたちの前に、みんなの大事な玩具や持ち物を次々と奪っては自分のものにしてしまうイジメっ子が現れる。そんな時、運動場の片隅に置かれた「忘れ物預かりボックス」に不思議なことが起こり……。監督は、アニメーターとして「モンスターズ・インク」「ファインディング・ニモ」「カーズ」などに携わり、「カールじいさんの空飛ぶ家」ではディレクティングアニメーター、「カーズ2」ではスーパーバイジングアニメーターを担当したデイブ・マリンズが務め、本作で監督デビューを果たした。","2017年7月15日"
76,"銀魂","http://eiga.k-img.com/images/movie/85208/photo/28ab133e8d79fef1/320.jpg?1493370818","2020-06-30 14:32:42","2020-06-30 14:32:42","福田雄一","「週刊少年ジャンプ」連載の空知英秋原作による大ヒットコミックを、小栗旬主演で実写映画化。テレビドラマ「勇者ヨシヒコ」シリーズの福田雄一がメガホンをとり、宇宙人に支配された江戸で万事屋を営む侍・坂田銀時と仲間たちの活躍を描く。江戸時代末期、宇宙から襲来した「天人（あまんと）」が日本を開国。天人の台頭と廃刀令により、侍は衰退の一途を辿っていた。そんな中、未だに侍魂を堅持する風変わりな男・坂田銀時は、廃れた剣術道場の息子・新八や、戦闘種族である夜兎族（やとぞく）の少女・神楽と出会う。彼らが営む万事屋の周囲では、次から次へと事件が巻き起こり……。万事屋メンバーの新八役を菅田将暉、神楽役を橋本環奈が演じるほか、新八の姉・妙役に長澤まさみ、攘夷浪士・桂小太郎役に岡田将生、真撰組・近藤勲役に中村勘九郎、銀時の宿敵・高杉晋助役に堂本剛と豪華キャストが集結。","2017年7月14日"
77,"メアリと魔女の花","http://eiga.k-img.com/images/movie/86158/photo/f5c11b7625eea807/320.jpg?1495086700","2020-06-30 14:32:43","2020-06-30 14:32:43","米林宏昌","「借りぐらしのアリエッティ」「思い出のマーニー」の米林宏昌監督がスタジオジブリ退社後に初めて手がけた作品で、同じくジブリ出身の西村義明プロデューサーが設立したスタジオポノックの長編第1作となるファンタジーアニメ。イギリス人作家メアリー・スチュアートの児童文学「The Little Broomstick」を原作に、魔女の花を見つけたことから魔法世界に迷い込んだ少女メアリの冒険を描く。田舎町の赤い館村に引っ越してきた11歳の少女メアリは、7年に1度しか咲かない不思議な花「夜間飛行」を森の中で発見する。それは、かつて魔女の国から盗み出された禁断の花だった。一夜限りの不思議な力を手に入れたメアリは、魔法世界の最高学府・エンドア大学への入学を許されるが、メアリがついたある嘘が大きな事件を引き起こしてしまう。声優は、NHK連続テレビ小説「とと姉ちゃん」や映画「湯を沸かすほど熱い愛」で注目される杉咲花がメアリ役で主演を務めたほか、メアリによって事件に巻き込まれてしまう少年ピーター役で、「借りぐらしのアリエッティ」でも米林監督と組んだ神木隆之介が出演。そのほか、エンドア大学の校長役を天海祐希、魔女の国から禁断の花を盗んだ赤毛の魔女役を満島ひかり、メアリの大叔母役を大竹しのぶがそれぞれ演じる。","2017年7月8日"
78,"ヒトラーへの285枚の葉書","http://eiga.k-img.com/images/movie/86307/photo/b0d146b403a1c704/320.jpg?1491357581","2020-06-30 14:32:44","2020-06-30 14:32:44","バンサン・ペレーズ","ドイツ人作家ハンス・ファラダがゲシュタポの文書記録をもとに執筆した小説「ベルリンに一人死す」を映画化し、ペンと葉書を武器にナチス政権に抵抗したドイツ人夫婦の運命を描いたドラマ。1940年6月、ベルリンで暮らす労働者階級の夫婦オットーとアンナのもとに、最愛の息子ハンスが戦死したとの報せが届く。夫婦で悲しみに暮れていたある日、オットーはヒトラーに対する批判を綴ったポストカードを、密かに街中に置く。ささやかな活動を続けることで魂が解放されていく2人だったが、やがてゲシュタポの捜査の手が迫る。主演は「いつか晴れた日に」のエマ・トンプソンと「未来を花束にして」のブレンダン・グリーソン。共演に「グッバイ、レーニン！」のダニエル・ブリュール。「王妃マルゴ」「インドシナ」などの人気俳優バンサン・ペレーズが監督を務めた。","2017年7月8日"
79,"歓びのトスカーナ","http://eiga.k-img.com/images/movie/86742/photo/683b1b8a83633212/320.jpg?1494205369","2020-06-30 14:32:44","2020-06-30 14:32:44","パオロ・ビルツィ","「人間の値打ち」などで知られるイタリア映画界の名匠パオロ・ビルツィが、緑あふれるトスカーナを舞台に、診療施設を抜け出して行き当たりばったりの旅に出た2人の女性が、次第に友情で結ばれていく姿を描いた人間賛歌の物語。おしゃべりで陽気だが、虚言と妄想癖で周囲を振り回してばかりのベアトリーチェと、過去のある出来事のせいで自分を傷つけてばかりのドナテッラは、トスカーナにある、精神を病んだ人たちが集う診療施設で出会う。何かと自分の殻に閉じこもるドナテッラに興味を抱き、彼女の過去に何か秘密があると勘づいたベアトリーチェは、ドナテッラを連れ出して施設を抜け出す。行き先を決めずに旅に出た2人は、その過程で次第に固い絆で結ばれていく。ベアトリーチェ役は、「人間の値打ち」に続いてビルツィ作品で主演を務めるバレリア・ブルーニ・テデスキが演じ、「ハートの問題」「ハッピー・イヤーズ」のミカエラ・ラマゾッティがドナテッラに扮した。イタリアのアカデミー賞と言われるダビッド・ディ・ドナテッロ賞で17部門にノミネートされ、作品賞、監督賞、主演女優賞など5部門を受賞。","2017年7月8日"
80,"バイバイマン","http://eiga.k-img.com/images/movie/86321/photo/82f9e98ddc587afa/320.jpg?1494492329","2020-06-30 14:32:45","2020-06-30 14:32:45","ステイシー・タイトル","その名を知るだけで呪われると言われる謎の存在「バイバイマン」をテーマに描いたホラー。アメリカ、ウィスコンシン州の古い屋敷に引っ越してきた3人の大学生が、ふとしたきっかけで、その名を知った者、口にした者に不幸が訪れるという「バイバイマン」を呼び起こしてしまう。バイバイマンに取り憑かれた3人は協力して互いの命を助け合うが、周囲の人間たちが次々と命を落としていき、次第に追い詰められていく。バイバイマンを演じるのは「ヘルボーイ」「パンズ・ラビリンス」などギレルモ・デル・トロ作品への出演で知られるダグ・ジョーンズ。監督は「ギャング・オブ・ホラー」のステイシー・タイトル。製作陣には「オキュラス　怨霊鏡」のトレバー・メイシーほか。","2017年7月8日"
81,"逆光の頃","http://eiga.k-img.com/images/movie/85935/photo/008eb7d1964f9dd7/320.jpg?1496622400","2020-06-30 14:32:46","2020-06-30 14:32:46","小林啓一","人気フィギュア「コップのフチ子」の原案者としても知られる漫画家タナカカツキの名作コミックを実写映画化した青春ドラマ。古都・京都を舞台に、幼なじみの女の子に恋する男子高校生の、思春期ならではの不安定な心情と輝く時間を切り取った。京都で生まれ育った高校2年生の赤田孝豊。人生に対し漠然とした不安を抱える彼は、同級生たちとのケンカや友情、そして幼なじみのみことへの恋などを経験しながら、少しずつ成長していく。主人公・孝豊を「PとJK」「トリガール！」の高杉真宙、ヒロイン・みことを「サバイバルファミリー」の葵わかながそれぞれ演じる。監督・脚本は「ももいろそらを」「ぼんとリンちゃん」の小林啓一。","2017年7月8日"
82,"裁き","http://eiga.k-img.com/images/movie/86847/photo/7e388b54d230f246/320.jpg?1491898852","2020-06-30 14:32:46","2020-06-30 14:32:46","チャイタニヤ・タームハネー","自殺を扇動する歌を歌ったとして逮捕された老歌手をめぐる裁判の行方を、裁判に関わる人々の私生活を交えながら、独特の視点で描いたインド発の法廷劇。ボリウッドとは一線を画しながら創作活動を続けるインド映画界の新鋭チャイタニヤ・タームハネー監督が手がけ、階層や民族、言語、宗教の異なる様々な人々が生きる複雑なインド社会への鋭い洞察を盛り込んだ。ある時、ムンバイでひとりの下水清掃人が死亡し、65歳の民謡歌手ナーラーヤン・カンブレが逮捕される。容疑は、カンブレの歌う扇動的な歌が清掃人を自殺に駆り立てたという不条理なもので、カンブレを被告人とした裁判には、人権を尊重する若手弁護士や、古い法律を持ち出して刑を確定しようと急ぐ検察官、公正に裁こうとする裁判官、偽証する目撃者など、さまざまな人々が集う。","2017年7月8日"
83,"マイ・ライフ・ディレクテッド・バイ・ニコラス・ウィンディング・レフン","http://eiga.k-img.com/images/movie/86936/photo/b81278c963edd1d0/320.jpg?1495762263","2020-06-30 14:32:47","2020-06-30 14:32:47","リブ・コーフィックセン","デンマークの鬼才ニコラス・ウィンディング・レフンの「オンリー・ゴッド」撮影現場に密着し、世界から期待される映画監督としてのレフンの苦悩や葛藤を映し出したドキュメンタリー。監督は、「ブリーダー」「FEAR X フィアー・エックス」などレフンの初期作品に出演した女優で、レフンの妻でもあるリブ・コーフィックセン。2011年の「ドライヴ」でカンヌ国際映画祭監督賞を受賞し、一躍世界的に注目を集めたレフンは、次なる監督作「オンリー・ゴッド」をタイで撮影する。前作の世界的成功によって寄せられる周囲からの期待や、慣れない異国の地で発生する撮影トラブル、そして仕事を捨てて撮影についてきた妻とのいさかいなど、レフンは様々なプレッシャーにさらされていた。そんなレフン自身の姿や、「オンリー・ゴッド」主演のライアン・ゴズリングら関係者の証言により、賛否両論の作品を生み出す映画監督レフンの素顔に迫る。","2017年7月8日"
84,"丸","http://eiga.k-img.com/images/movie/87202/photo/0c5b2b72d8ce7bf3/320.jpg?1496624017","2020-06-30 14:32:47","2020-06-30 14:32:47","鈴木洋平","平凡な日常に突如現れた謎の球体が巻き起こす奇妙な出来事を、独特のユーモアタッチで描いたSFミステリー。ある朝、無職の鈴木鉄男とその彼女は、寝室で宙に浮かぶおかしな球体と遭遇し、2人は球体が視界に入ったその瞬間の姿勢で静止してしまう。そんな状況になっていることも知らず、鉄男の部屋にやってきて自身のリストラを告白し始めた父親も静止。不審に思った家族が警察に通報するが、かけつけた警察官までも球体によって静止してしまう。警察はリストラを苦にした父親による篭城と断定するが、警察発表を覆す証拠をつかんだ記者の出口の登場により、事態はますます混乱の様相を呈することとなる。監督は本作が長編デビュー作となる鈴木洋平。","2017年7月8日"
85,"結城友奈は勇者である　鷲尾須美の章　第3章「やくそく」","http://eiga.k-img.com/images/movie/86364/photo/716f48a57dcd34af/320.jpg?1495419943","2020-06-30 14:32:48","2020-06-30 14:32:48","岸誠二","2014年に放送されたテレビシリーズ第1期「結城友奈は勇者である」の続編として17年10月から放送の第2期「結城友奈は勇者である　勇者の章」の前半6話を全3章にわけて劇場先行上映する「鷲尾須美の章」の第3章。「結城友奈は勇者である」より2年前の世界を舞台に、先代の勇者たちの隠された物語が語られる。戦いが激化するとともに勇者システムも進化していく。過酷な運命を背負う小学6年生の少女たちは、懸命に日常を過ごしていくが……。総監督の岸誠二、シリーズ構成の上江洲誠をはじめ、テレビシリーズ第1期のメインスタッフが再結集。","2017年7月8日"
86,"ボンジュール、アン","http://eiga.k-img.com/images/movie/86922/photo/6c3ff4cbef998f01/320.jpg?1495788933","2020-06-30 14:32:49","2020-06-30 14:32:49","エレノア・コッポラ","フランシス・フォード・コッポラの妻エレノア・コッポラが80歳にして初めて長編劇映画の監督・脚本を手掛け、自身の体験をもとに描いたロードムービー。子育てを終え、人生のひと区切りを迎えた女性アン。映画プロデューサーの夫マイケルは仕事では成功を収めているが、家庭には無頓着だ。ある日、アンはマイケルや彼の仕事仲間と一緒に、車でカンヌからパリへ向かうことに。たった7時間のドライブのはずが、美しい景色や美味しい食事、ユーモアと機知に富んだ会話を楽しむうちに、人生の喜びを再発見するかけがえのない旅になっていく。「トスカーナの休日」のダイアン・レインが主演を務め、「ブルージャスミン」のアレック・ボールドウィンが夫マイケル役、「メトロで恋して」の監督・脚本を手掛けたアルノー・ビアールがマイケルの仕事仲間役をそれぞれ演じた。","2017年7月7日"
87,"ジョン・ウィック　チャプター2","http://eiga.k-img.com/images/movie/83963/photo/360d36eb529548a5/320.jpg?1492739370","2020-06-30 14:32:49","2020-06-30 14:32:49","チャド・スタエルスキ","キアヌ・リーブスが伝説の元殺し屋に扮し、銃とカンフーを融合させた新銃術「ガンフー」を取り入れたアクションでヒットを記録した「ジョン・ウィック」のシリーズ第2弾。前作でニューヨークを舞台にロシアン・マフィアを相手に繰り広げた壮絶な復讐劇から5日後。平穏な生活を送りたいジョンは、イタリアン・マフィアのサンティーノからの殺しの依頼を断るが、それにより自宅を爆破されてしまう。ジョンはサンティーノへの復讐を開始するが、命の危険を感じたサンティーノに7億円もの懸賞金をかけられ、世界中の殺し屋から命を狙われる事態に巻き込まれてしまう。チャド・スタエルスキが前作に引き続き監督を担当。ジョン・レイグイザモ、イアン・マクシェーンら前作からのキャストに加え、グラミー賞ラッパーのコモン、「トリプルX 再起動」のルビー・ローズらがジョンを狙う殺し屋として出演。リーブスの代表作である「マトリックス」シリーズのローレンス・フィッシュバーンが独自の組織を束ねるキング役で出演。","2017年7月7日"
88,"ナショナル・シアター・ライヴ 2017 「深く青い海」","http://eiga.k-img.com/images/movie/86631/photo/73803e1ad6f86daa/320.jpg?1491288099","2020-06-30 14:32:50","2020-06-30 14:32:50","","イギリスの国立劇場ロイヤル・ナショナル・シアターが厳選した名舞台を映像化してスクリーン上映する「ナショナル・シアター・ライヴ」の1作。「愛情は深い海の如く」の邦題で2度にわたって映画化された劇作家テレンス・ラティガンの名作「深く青い海」を収録。第2次世界大戦後のロンドン。夫と何不自由ない生活を送っていたヘスターは、元空軍パイロットの青年フレディに心を奪われてしまう。2人は駆け落ちするが、ヘスターはフレディの愛に物足りなさを感じるようになり……。過去の映画化でビビアン・リーやレイチェル・ワイズが演じたヒロインを、「ハリー・ポッター」シリーズのヘレン・マックロリーが熱演。","2017年7月7日"
89,"パイレーツ・オブ・カリビアン　最後の海賊","http://eiga.k-img.com/images/movie/57269/photo/30f2eebf23db876a/320.jpg?1491439258","2020-06-30 14:32:51","2020-06-30 14:32:51","ヨアヒム・ローニング","ジョニー・デップ主演による世界的大ヒットシリーズの第5弾。孤高の海賊ジャック・スパロウと、ジャックへの復讐に燃える「海の死神」サラザールの因縁の対決を軸に、かつてジャックと冒険したウィル・ターナーとその息子ヘンリー、孤独な天文学者カリーナ、ジャックの宿敵バルボッサらの運命が交錯する。ジャック・スパロウに恨みを持つ「海の死神」サラザールが、魔の三角海域から解き放たれた。サラザールの復讐を阻止するには、「最後の海賊」だけが見つけ出せるという秘宝「ポセイドンの槍」を手に入れなければならない。一方、10年に1度しか陸に上がれない呪いをかけられたウィルの息子ヘンリーは、ポセイドンの槍を手に入れて父の呪いを解こうとジャックに近づく。ウィル役のオーランド・ブルーム、エリザベス役のキーラ・ナイトレイ、バルボッサ役のジェフリー・ラッシュらおなじみのキャストが再結集するほか、サラザール役を「ノーカントリー」のハビエル・バルデム、ヘンリー役を「マレフィセント」のブレントン・スウェイツ、天文学者カリーナ役を「メイズ・ランナー」のカヤ・スコデラーリオがそれぞれ演じる。監督は、海洋アドベンチャー「コン・ティキ」でアカデミー外国語映画賞にノミネートされたヨアヒム・ローニング＆エスペン・サンドベリ。","2017年7月1日"
90,"忍びの国","http://eiga.k-img.com/images/movie/85041/photo/bc3fcc765675e7c5/320.jpg?1497927303","2020-06-30 14:32:51","2020-06-30 14:32:51","中村義洋","「のぼうの城」「村上海賊の娘」の和田竜が、戦国時代に伊賀忍者と織田信長軍との間に起こった天正伊賀の乱を題材にした同名小説を、「嵐」の大野智主演、「予告犯」「殿、利息でござる！」の中村義洋監督のメガホンにより映画化。天下統一に向け、諸国を次々と攻め落としていた織田信長が攻め入ることができなかったただひとつの国、伊賀の国。人でなしの忍者衆が住む伊賀の国に暮らす忍者の無門は、伊賀一の凄腕を持つ忍者でありながら、怠け者の性分で、普段は女房のお国の尻に敷かれる毎日を送っていた。そんな中、ついに圧倒的な軍勢を率いた織田軍が伊賀に攻め込んできた。武力、兵力では太刀打ちできない無門率いる忍びの軍団は人知を超えた秘策で織田軍に抗戦する。主人公の無門役を時代劇映画初主演となる大野が演じ、妻のお国役の石原さとみのほか、伊勢谷友介、鈴木亮平、知念侑李らが顔を揃える。ナレーションを山崎努が務める。","2017年7月1日"
91,"それいけ！アンパンマン　ブルブルの宝探し大冒険！","http://eiga.k-img.com/images/movie/86478/photo/26a88963f0ad639a/320.jpg?1494837415","2020-06-30 14:32:53","2020-06-30 14:32:53","矢野博之","国民的アニメ「それいけ！アンパンマン」の劇場版29作目。原作者やなせたかしが残した名作絵本「やさしいライオン」の主人公をモデルとしたライオンの男の子のキャラクター、ブルブルが登場し、アンパンマンたちと一緒に冒険を繰り広げる。宝探し一族のライオンの男の子ブルブルは、一人前になるため、お父さんから渡された宝の地図を手に旅に出る。強がっているが本当は怖がりなブルブルを助けることになったアンパンマンたちだったが、そこへ宝を横取りしようと企むばいきんまんたちも現れる。ブルブルの声を女優の多部未華子が担当し、お笑いコンビ「キャイ～ン」の天野ひろゆき＆ウド鈴木もゲスト出演。","2017年7月1日"
92,"しあわせな人生の選択","http://eiga.k-img.com/images/movie/86439/photo/c6d904a6a0636f72/320.jpg?1494895229","2020-06-30 14:32:53","2020-06-30 14:32:53","セスク・ゲイ","余命わずかな男と彼を取り巻く人々の最期の4日間を描いたドラマ。カナダに住むトマスは長年の友人でスペインに住むフリアンが余命わずかであることを聞き、フリアンのもとを訪れる。治療をあきらめ、身辺整理を始めたフリアンは、愛犬トルーマンの新たな飼い主を探し、アムステルダムの大学に通う息子の誕生日を祝うためにオランダへ旅をする。その中でフリアンとトマスは、昔のように遠慮のない関係に戻っていくが……。主人公フリアン役を「人生スイッチ」のリカルド・ダリン、フリアンの親友役を「トーク・トゥ・ハー」のハビエル・カマラがそれぞれ演じる。監督、脚本のセスク・ゲイは母親の闘病生活の実体験をベースもとに本作を製作し、スペイン版アカデミー賞といわれる第30回ゴヤ賞で作品賞、監督賞、主演男優賞、助演男優賞、脚本賞の5部門を受賞した。","2017年7月1日"
